id,title,group,row_type,one_liner,context
O,Lifestyle and Development,,group,"Frente de proyectos orientado a sostener operación personal, bienestar, reflexión y desarrollo cotidiano con más estructura.","Este grupo reúne sistemas que ayudan a gobernar vida diaria, mantenimiento personal, salud, reflexión y hábitos de desarrollo. Su propósito es dar soporte operativo a la persona que ejecuta los demás frentes, reduciendo desorden y mejorando continuidad en capas básicas de funcionamiento. Sigue activo porque una parte del rendimiento sostenido depende de que estas áreas tengan estructuras simples pero confiables. El progreso real en este grupo se ve cuando las herramientas ayudan a mantener orden, seguimiento y aprendizaje sin convertirse en burocracia."
O.1,Household Ops,,group,"Subgrupo para coordinar tareas domésticas, asuntos patrimoniales y operación cotidiana del hogar.","Este subgrupo reúne proyectos dedicados a mantener la casa, las obligaciones domésticas y ciertos asuntos materiales o legales bajo un esquema más visible y gobernable. Existe para que la operación del hogar no dependa solo de memoria informal y para reducir fricción en tareas recurrentes o sensibles. Sigue activo porque estas capas impactan directamente en estabilidad y capacidad de trabajo. El progreso real se ve cuando las tareas son más trazables, los asuntos del hogar están mejor organizados y el sistema ayuda a sostener continuidad."
94,Household Task Manager (routine ops),O,project,"Gestor de tareas del hogar para ordenar mantenimiento, rutinas y pendientes cotidianos.","Este proyecto busca estructurar las tareas recurrentes de la casa y otros pendientes operativos cotidianos en una forma más simple de revisar y sostener. Existe para evitar acumulación invisible de cosas pequeñas que luego interfieren con frentes más importantes, y para dar una superficie mínima de coordinación doméstica. Sigue activo porque la operación diaria mejora mucho cuando lo rutinario deja de depender de improvisación. El progreso real consiste en tener mejor visibilidad de tareas, mejor recurrencia y un sistema que facilite ejecución sin inflarse."
97,Property & Legal Management System,O,project,Sistema para seguir asuntos patrimoniales y legales vinculados a propiedades y conflictos asociados.,"Este proyecto organiza información, seguimiento y documentación vinculados a propiedades, temas legales y decisiones patrimoniales. Su motivación es dar estructura a un frente complejo donde se cruzan documentos, estados, personas y decisiones con posibles consecuencias importantes. Sigue activo porque estos asuntos requieren memoria, orden y trazabilidad, y no toleran bien el manejo puramente informal. El progreso real se ve cuando el sistema permite ubicar mejor documentos, estados y próximos pasos, y mejora la capacidad de actuar con claridad."
O.2,Wellness Stack,,group,"Subgrupo dedicado a seguimiento de salud, medidas personales y marcos de revisión para bienestar sostenido.","Este subgrupo reúne herramientas orientadas a monitorear salud, medidas, señales personales y dinámicas de revisión ligadas a bienestar. Existe para sostener una capa mínima de observación y gobierno personal sin dejar todo librado a sensación subjetiva o memoria parcial. Sigue activo porque la continuidad física y mental condiciona el resto de tu operación. El progreso real se ve cuando estas herramientas permiten registrar mejor, revisar mejor y actuar sobre señales relevantes con bajo esfuerzo."
91,Health Management (Tracker Sheet - Medidas),O,project,Superficie de tracking para registrar medidas y variables relevantes de salud o estado físico.,"Este proyecto se centra en una hoja o sistema de seguimiento donde registrar medidas y otras variables de salud de manera más estable. Existe para pasar de observaciones sueltas a una base mínima de datos personales que permita notar tendencias y sostener decisiones más informadas. Sigue activo porque el seguimiento simple pero constante puede mejorar mucho capacidad de observación sin exigir sistemas complejos. El progreso real consiste en registrar con mayor constancia, mejorar claridad de las variables y usar los datos para revisar mejor tu estado y tus decisiones."
96,Fitness Tracker & Routine Planning,O,project,Sistema para registrar actividad física y planificar rutinas de entrenamiento con más continuidad.,"Este proyecto busca combinar seguimiento de entrenamiento con planificación de rutinas para sostener mejor el trabajo físico en el tiempo. Existe para que el entrenamiento no dependa solo de memoria o motivación del momento, y para permitir cierta observación de progreso y consistencia. Sigue activo porque la actividad física es una pieza importante de tu infraestructura personal y requiere algo de soporte operativo. El progreso real consiste en registrar mejor sesiones, planificar con más realismo y usar esa información para ajustar rutinas de manera útil."
O.3,Reflection Stack,,group,Subgrupo orientado a sostener desarrollo físico y autoobservación mediante herramientas simples de seguimiento.,"Este subgrupo reúne piezas que ayudan a observar progreso personal, especialmente en áreas de entrenamiento físico y desarrollo sostenido. Existe para dar una forma más concreta a procesos que fácilmente quedan en sensación subjetiva o discontinuidad. Sigue activo porque una infraestructura mínima de seguimiento mejora consistencia y aprendizaje sobre tu propia evolución. El progreso real se ve cuando las herramientas permiten revisar mejor rutina, progreso y próximos ajustes."
93,Reflection and Retrospective Framework - governance,O,project,"Framework para gobernar reflexión, retrospectivas y aprendizaje a partir de sesiones y períodos de trabajo.","Este proyecto define una estructura para hacer retrospectivas y reflexión de manera más sistemática, en lugar de dejar esos cierres librados a impulsos o a balance difuso. Su motivación es convertir experiencia vivida en aprendizaje y gobierno operativo, conectando sesiones, semanas o ciclos con decisiones futuras. Sigue activo porque la reflexión bien gobernada mejora reentrada, priorización y calidad de ajuste del sistema personal. El progreso real se ve cuando las retrospectivas son más breves pero más útiles, y cuando realmente informan decisiones posteriores."
89,Capture Manual Product,K,project,"Producto basado en el Capture Manual para que usuarios puedan capturar, enrutar y reutilizar pensamiento desde una app.","Este proyecto busca convertir el Capture Manual en un producto más directamente usable por terceros, probablemente como una app donde usuarios puedan registrar voz o texto y obtener routing, empaquetado y continuidad operativa. Existe para transformar una capacidad ya útil en una superficie comercializable con valor claro para personas que piensan, planifican o trabajan en movimiento. Sigue activo porque hoy ya tiene una hipótesis técnica y comercial razonable y podría derivar en una fuente de ingresos. El progreso real consiste en definir mejor el producto, validar el flujo principal y construir una primera versión que demuestre valor real a usuarios externos."
